LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,__target__
127159,2,2,1,57,0,0,0,0,0,0,179460,178351,126983,205992,127966,63012,1816,10465,3470,9359,1211,3548,1
355975,1,1,1,37,1,2,0,-1,-1,-1,56514,71977,48413,23524,26287,49890,13354,21750,4662,5056,3359,1134,0
154553,1,1,2,41,-2,-2,-2,-2,-2,-2,2486,-1248,268,1047,-2405,-484,352,1695,227,936,-234,1645,0
21210,1,3,1,48,2,2,2,2,2,2,51676,86994,48867,60141,83679,87835,1169,4636,2460,1535,935,3686,1
209943,2,2,2,26,1,-2,-2,-2,-2,-2,12275,77,-139,1271,1066,2031,1734,29,-1001,805,1584,-232,1
202921,2,3,1,56,0,-2,-2,-2,-2,-2,9256,6174,12577,-865,-1300,245,2093,1470,613,-620,863,6085,0
84235,2,3,0,44,1,2,2,0,0,0,-734,1190,12792,374,4,220,165,16114,797,1682,1031,1730,1
139258,1,2,1,47,-1,-1,-1,-1,-1,-1,-735,-520,1866,788,1426,1420,1375,670,272,2294,1864,302,0
90881,1,1,1,36,-1,-1,0,-1,-1,-1,18507,445,4625,-1491,-780,68,64,3271,983,862,2,12526,0
364172,2,2,2,33,-1,-1,-1,-1,-1,-1,17270,1870,14531,1868,37777,7796,1295,21624,877,2880,12537,18506,0
24887,2,4,2,34,-1,-1,-1,-1,0,0,15605,12868,13905,11653,410,18025,748,2959,1131,2228,3662,2991,0
34163,1,1,2,22,2,-1,2,-2,0,3,13916,-193,-971,5295,-2382,-981,134,191,-673,-669,94,314,1
215986,2,4,1,24,0,0,0,0,0,0,145810,69023,86648,175055,72325,40333,7145,6402,4635,6687,1653,786,0
373153,1,2,3,41,0,0,0,0,-1,0,13440,10873,8540,10629,15164,13963,8085,25530,960,51583,12522,-81,0
26749,2,2,2,44,2,3,2,2,0,3,9247,34827,20967,8048,201,47510,-9,1917,-137,1000,1113,215,1
152285,2,5,1,51,0,0,0,0,0,0,71062,102699,90359,25610,54252,77872,965,2843,837,352,2221,639,0
219134,2,1,2,23,-1,-1,0,0,-1,-1,6782,354,328,19916,17615,-761,1211,153,1717,98,2015,1742,0
30965,2,1,2,30,2,2,2,0,0,2,4551,21902,9173,10331,16530,1400,818,184,739,2634,72,1695,1
217479,1,2,1,32,0,0,0,2,2,2,5247,16058,34594,30387,38081,45936,10101,2418,-497,7932,1560,-561,1
96090,1,3,2,38,-1,-1,-1,-1,-1,-1,1959,46,-625,-20,-1346,86,-1069,687,-413,-189,1864,-142,0
246453,2,1,2,26,0,0,0,0,0,0,75173,256358,91739,299111,74842,87996,41411,110857,21758,6750,3637,2397,0
179326,2,1,2,25,1,0,0,0,0,0,159034,276037,113422,121800,130574,192386,10226,6711,2146,3814,1951,2683,0
421334,1,1,2,34,0,0,0,0,0,0,234047,296258,180359,245468,324282,204903,5133,12066,23503,6095,8204,4394,0
193536,1,1,2,27,1,2,-2,-2,-2,-2,52029,61046,3722,1048,581,2731,4145,1779,697,1137,2033,2551,0
152476,1,2,1,24,0,0,2,2,0,0,64196,91542,43431,47456,24024,75317,2487,3780,1361,1434,3319,1171,1
274153,2,1,2,40,-2,-2,-2,-1,-2,-2,20183,1524,2399,-910,-525,863,4561,705,968,-152,1628,1067,0
188882,1,2,1,46,1,-1,-2,0,0,-1,63589,67321,87063,355675,47165,49085,3648,7561,5395,3579,4787,9273,1
219579,1,1,2,39,0,0,0,-1,0,-2,82458,10764,21182,27317,29676,15931,8285,3785,11879,534,1344,69840,0
140716,2,2,2,24,0,0,0,0,0,0,92163,138679,34969,66947,22991,69914,3123,1194,4317,2412,2203,824,0
427859,2,2,1,31,0,0,0,0,0,0,207271,294581,142804,205059,156147,86876,7410,9895,11460,5179,43581,2927,0
134356,1,2,1,42,2,2,0,0,0,0,189765,166658,70345,95567,131819,138125,8956,3243,8512,2149,783,6555,1
205566,2,5,1,42,-2,-2,-2,-2,-2,-2,3528,2903,1586,102,-1579,-919,976,654,-161,-696,1904,1434,0
215575,2,3,1,31,-2,-2,-2,-2,-2,-2,7862,105,-1111,-2088,-2899,795,551,126,-652,-599,-117,338,1
384153,1,2,1,42,1,-2,-2,-2,-2,-2,795,-253,1202,2693,132,1790,283,1358,482,1378,924,5870,0
234646,2,3,2,33,-2,-2,-2,-2,-2,-2,3093,1087,2249,120,-1224,934,8,1743,-203,-186,-125,229,0
249704,2,2,1,43,-1,-1,-1,-1,-1,-1,-1616,-2494,661,1718,-370,-500,-227,504,613,5234,1489,2619,1
33070,2,3,3,27,0,0,0,0,0,0,11508,1815,21009,2025,8718,13252,1138,1773,31,61,2366,261,0
22626,2,3,1,35,0,0,2,2,2,2,10740,25326,25886,13994,11647,14773,5019,2548,1630,583,1576,191,0
253405,2,2,1,32,0,0,0,0,0,0,56070,128770,57457,74205,69010,66586,4204,5885,813,42,2914,1581,0
25030,2,2,1,41,2,0,-2,-2,-2,-2,4864,15999,1282,9509,-1213,-40,758,1466,276,133,10,432,1
144443,2,3,2,34,-2,0,-2,0,0,-2,-314,1159,1477,-478,-1098,-91,1684,1577,532,-380,92,-418,1
91595,1,3,1,26,0,0,0,0,0,0,57859,64863,45507,114905,84275,75127,5143,1014,3586,6083,401,500,0
246457,2,1,2,23,0,0,0,0,0,0,157568,179733,79844,102116,137666,69877,4404,3418,3740,3125,2363,4365,0
25378,2,2,1,45,0,0,0,2,2,0,17174,67248,33135,10044,9888,18753,933,1052,1548,2887,4274,2384,0
200920,1,2,2,24,0,0,0,0,0,0,5428,31712,46224,118043,44481,7177,2096,3077,18069,6388,2901,891,0
356121,1,2,1,31,0,2,0,0,0,0,2725,1247,1494,11020,-640,492,-377,1214,1314,530,1582,382,0
89350,2,2,2,23,0,0,0,-1,-1,-1,42254,38458,60175,11243,33396,47017,5014,5757,2017,6506,3769,490,0
18994,1,2,1,38,1,3,2,2,2,2,11142,7662,7880,11603,-1080,26647,110,517,98,-27,1322,-259,1
161020,2,2,2,29,0,0,0,0,0,0,14175,8478,15222,6212,2121,19374,463,2411,1369,5109,2107,11722,0
97348,2,2,3,35,0,0,0,0,0,0,42413,54634,65822,37145,23606,51361,5937,2955,3226,3260,2461,1338,0
82333,1,2,1,31,0,0,0,0,0,0,49654,52114,55868,46089,12931,20473,5509,2557,900,7390,5150,10306,0
84466,2,1,2,29,-2,-2,-2,-2,-1,-1,2527,13923,21863,28922,19323,22904,2518,22768,41488,39029,9081,13112,0
32939,2,1,1,25,0,0,0,2,2,0,14296,14475,20623,37851,15603,17820,2535,1580,394,1363,5003,5483,0
52521,1,2,1,60,1,2,2,0,3,0,9315,55519,7067,15669,-266,776,28,1981,124,459,1428,2033,0
24565,2,1,2,29,0,2,0,0,0,0,5617,-546,57068,624,-347,19969,506,874,-1063,-108,1031,5,1
89339,2,3,0,47,3,2,0,0,0,0,29251,23512,13014,32720,15796,17859,-194,4726,771,2792,3698,3199,0
167872,2,2,2,31,0,0,0,0,0,0,96474,52437,74494,43847,64996,94392,2923,4340,1253,2894,1279,3272,0
124508,1,2,1,38,1,2,2,2,2,2,61132,165013,70451,66235,72305,93549,-239,5224,405,4023,2775,341,1
26049,1,2,1,31,3,2,2,2,2,2,6036,6102,4472,7093,11634,11175,1337,1188,1,3755,1480,865,1
380967,1,2,1,39,-2,-2,-2,-2,-2,-2,84938,70092,95450,-452,-2857,-546,839,1650,1116,2154,1575,434,0
217929,2,2,1,30,-1,-1,-1,-1,-1,-1,536,-1241,620,3390,1514,-984,-420,1808,-2,618,124,337,0
252157,2,2,2,32,0,0,0,0,0,0,148252,204584,66644,117765,163740,142256,10259,13477,7175,5014,2466,1364,0
103276,1,1,2,24,0,0,0,0,0,0,32487,39102,34681,7907,40026,14012,2454,1679,246,1570,777,1784,1
166712,2,2,1,36,0,0,0,0,0,0,59073,116277,75588,163667,167705,92877,2489,7473,4434,2327,2342,1418,0
87594,2,1,1,58,0,0,2,2,2,2,62229,158833,65328,69155,35456,53691,1787,1927,685,9230,5633,4095,1
140884,2,1,1,29,0,0,0,0,0,0,59255,117212,71559,95337,63987,71329,9149,9670,4973,2853,5100,1595,0
233541,2,5,1,31,-1,-1,-1,-1,-1,-1,22626,917,9649,4381,277,-939,11323,2519,658,5217,7685,518,0
89798,2,3,3,45,-1,-1,-1,0,0,0,-383,8008,15764,5525,9611,29815,1451,20272,2863,30864,2326,6662,0
394325,1,2,1,36,0,0,0,-1,0,-1,387506,296974,260237,274057,231058,142174,23468,16191,122592,13700,7633,14317,0
31909,2,1,2,43,2,-2,2,-2,0,0,6856,3738,698,3931,-1281,1084,-44,-154,-281,170,957,405,1
53828,1,2,1,29,1,0,-2,-1,-2,0,880,13989,17198,12822,-430,771,3579,2088,1240,6426,1289,243,0
191236,1,2,1,26,0,0,0,0,0,0,136720,176895,169040,105020,123836,113475,6088,10111,7791,10209,9959,3427,0
319996,2,3,1,38,1,2,-2,2,-2,0,7515,10162,15866,7087,-1318,41922,-1151,1756,239,6423,220,479,1
64842,2,2,1,39,1,2,0,0,0,0,65109,45422,64447,30030,43175,47591,1334,2302,3403,2137,1480,920,0
211636,1,6,1,48,-1,-2,-2,-2,-2,-2,-1098,256,10777,2356,-1211,1271,-1157,-100,-748,4070,72,-1,1
27524,2,1,1,39,0,0,0,0,0,0,14445,15989,11786,2940,105,3944,1457,2814,634,11549,1071,36,1
208214,2,2,1,48,0,0,0,0,0,0,48022,120203,84886,57010,66561,73351,1708,5092,3623,1757,1716,3535,0
56440,2,2,2,39,0,0,0,0,0,0,27221,63748,71671,8265,5355,4069,2331,1235,1755,-412,2835,334,0
46180,2,2,2,23,0,0,0,2,0,0,16383,28653,17612,10005,14610,11195,5141,2881,-625,316,1671,-210,0
394745,1,2,1,30,0,0,0,0,0,-1,250042,258611,67261,138159,41253,108987,31302,26254,83152,6965,4003,63288,1
99752,2,2,2,24,-1,-1,-2,0,0,0,-366,497,1527,-308,-1015,1108,1577,1208,183,4,-144,-324,0
95343,2,1,2,33,1,2,2,0,2,0,34706,79934,67262,81065,37972,54377,756,1678,2144,4137,10327,781,1
253361,1,5,1,25,1,-2,2,-2,-2,-2,8676,7660,588,-7,-584,-26,1001,-325,139,-344,123,1100,0
68780,1,5,1,28,-1,0,0,0,-1,0,24412,1019,554,-135,2750,929,-40,524,7362,-141,1735,-275,0
234296,1,2,1,38,2,2,0,0,0,0,5655,14599,15481,172820,78759,73043,1082,2369,702,6713,257,4822,1
78468,2,2,1,32,-1,-1,-1,-1,-1,0,971,-284,6592,7943,3235,10321,506,2319,1061,836,1427,884,0
503974,1,1,2,29,-2,-2,-2,-2,-2,-2,5727,18434,22730,1211,718,42288,4101,16214,755,4442,-5,9740,0
254043,2,1,1,33,0,0,0,0,0,0,256486,204524,238779,144403,40368,81752,9710,18692,18715,2035,10633,528,1
37420,1,2,2,27,0,0,0,0,0,0,27822,47345,43138,28123,32783,53336,1656,2602,39,4033,589,-78,1
210091,2,2,1,31,1,-2,-2,-2,-2,-2,2812,678,3597,360,-2345,-2183,432,924,174,-569,193,445,0
82702,1,1,1,49,-1,2,2,0,0,0,-2231,6676,17074,18583,11236,28614,187,1087,3438,621,3094,7047,0
50454,1,1,2,24,0,0,0,0,0,0,13270,22192,15780,6941,-776,13976,1211,910,1464,-111,494,-74,0
282924,1,1,2,24,0,0,0,0,0,0,132714,115572,60308,78488,97307,69482,2449,2279,1576,1255,930,4657,0
163441,1,5,1,43,0,0,0,0,0,0,39894,145076,43937,52737,70164,76604,1894,5222,2969,1576,4493,3573,0
432002,2,1,1,59,0,0,0,0,0,0,232536,537821,498105,471181,248701,497828,9319,5950,6151,6192,3438,2192,0
16949,1,1,1,55,2,3,2,0,0,0,31843,7047,15835,7766,15050,18486,1088,92,210,-273,690,419,1
50496,1,3,2,46,1,-1,2,-1,-1,0,-2350,-916,1898,1150,1310,2942,-961,-1300,-313,144,-209,-44,1
40812,2,2,2,23,0,0,0,0,0,0,71109,109266,76790,74673,27422,57031,2923,2118,1143,78,5140,-506,0
131052,1,2,2,28,0,0,0,0,0,0,89644,22692,16176,-149,27861,12874,9152,15715,6562,17589,4719,4283,0
111069,2,2,2,59,0,0,0,0,0,0,62239,147569,77047,59608,90908,77086,2370,77123,7315,1282,1262,-785,0
351758,1,1,1,25,-1,-1,-1,-1,-1,-1,20,389,1235,1204,-1222,1549,-91,35449,852,8565,154,434,0
216138,2,3,0,42,-1,-2,2,5,-1,-1,3145,5705,2303,1457,-1504,530,571,-321,373,189,1083,530,0
442306,1,2,1,39,0,0,0,0,0,0,200203,348650,347601,236358,197372,152498,8211,20966,8175,4717,11662,5017,1
21119,2,2,2,25,0,0,0,0,0,0,13542,13867,42191,8419,10533,13935,2704,1226,318,2134,1015,257,0
76570,1,2,2,24,1,-2,-2,-2,0,-2,1626,-1192,2049,-261,-1467,1025,-972,-294,329,366,189,286,1
246287,2,2,2,29,0,-1,-1,0,0,0,20514,19184,20914,-545,45155,17237,26456,3811,34805,2007,2625,16569,1
21147,1,0,2,42,0,0,2,2,2,2,14197,23384,12462,7541,3218,24017,2870,728,506,855,2067,-546,0
99718,2,1,1,28,-1,-1,-1,0,0,-2,2534,607,1343,1150,-1103,412,-738,389,484,1493,1065,6952,1
257753,2,1,1,35,0,0,0,0,0,0,89438,109431,93972,59055,43325,56106,6382,43580,13717,6963,4475,541,0
207803,2,1,1,25,1,2,2,2,2,2,56691,69729,54037,67327,28900,41498,1139,1107,2694,1362,1404,552,0
314736,1,3,1,40,-1,-1,-1,-1,-1,-1,1286,-3090,-970,1784,-442,-318,-378,-53,419,-84,17,696,1
81846,2,3,1,27,2,2,2,2,-1,2,9088,15621,8210,-1283,419,10718,7436,1411,201,973,919,17,0
56071,2,1,1,24,0,-1,0,0,0,0,17006,20740,25143,7340,12826,18460,4386,1836,2814,15112,3382,1568,0
309931,1,1,1,37,-2,-2,-2,-2,-2,-2,-1498,-1447,-205,-564,-2353,1474,424,-445,-730,-256,-198,924,1
131994,2,6,2,28,0,2,2,2,0,2,42187,107702,73283,88303,50243,106705,1520,4412,606,754,-127,282,0
495797,2,4,1,38,-1,-1,-1,-1,-1,-1,19173,8100,15469,17510,-1923,-1897,9555,22851,-179,911,72,11912,0
161994,2,2,1,26,0,0,0,0,0,0,128783,152665,71063,41558,72660,43664,5593,12259,2861,5811,2719,2201,0
52406,1,2,1,37,1,-2,-2,-2,-2,-2,12118,16203,11976,-2117,-1531,-186,-90,1693,-374,1515,-154,176,1
361431,2,2,2,32,0,0,0,0,0,-1,85228,147509,140884,78900,159259,47467,12709,20731,10894,7395,4495,5412,0
272660,2,2,2,63,0,0,2,0,-1,-2,22960,42229,2600,375,1086,1713,1300,1326,423,6202,1314,72073,0
222449,1,1,2,29,-2,-2,-2,-2,-2,-2,586,63286,1357,1116,107,1995,-115,389,-76,911,51706,900,0
109741,1,3,2,46,0,2,0,0,0,0,43234,58051,82847,45574,46643,32632,4153,1847,1350,1514,1560,3826,1
22489,1,3,1,30,0,2,2,2,2,2,16822,24299,33634,8656,43510,15980,3088,2884,447,2013,3297,900,1
16613,1,2,1,56,1,3,2,2,3,2,13199,17932,6494,15069,8227,44217,1258,455,-11,-78,4608,-462,0
315079,1,3,0,43,0,0,0,0,0,0,8907,3011,6875,2612,13094,12275,13358,1646,6338,3762,3900,7945,0
145740,2,1,2,31,0,0,0,0,0,0,161249,146153,123728,154616,148389,60558,10327,10418,9242,7601,3657,1871,0
333480,2,2,2,23,0,0,0,0,0,0,37716,82233,61785,36962,11079,-107,6561,907,2981,-300,421,285,0
12186,2,3,2,33,0,0,0,-2,0,-1,2723,3181,1611,78,21176,1374,2806,311,-1,1303,426,29,0
503224,1,3,2,42,0,0,0,0,0,0,252589,310271,352628,106000,135342,217016,12284,15754,6294,6664,3637,3540,0
104718,2,3,0,46,1,-1,-1,0,0,-1,3350,-1136,1211,1728,1910,811,-94,354,213,1841,1940,3050,0
275939,2,2,1,32,0,0,0,0,0,0,257889,191330,218351,213103,163489,173004,9285,10618,11871,3793,6432,1784,1
93871,1,5,1,56,2,0,0,0,0,0,115859,186695,92418,78487,147145,98953,5402,2199,3531,3032,1005,2074,1
160343,1,2,1,51,-1,-1,-1,-1,-1,-1,-732,12789,5754,5054,1401,-762,6408,24897,1216,22099,34509,5422,1
241686,1,1,3,51,-1,0,0,0,0,0,20483,1808,1071,1031,386,138,602,959,-9,-599,3,-215,1
28281,1,2,1,42,-1,-1,-1,0,0,0,-789,-734,10939,28,1515,-1925,-649,2883,194,505,1752,535,1
163126,2,1,2,42,0,0,0,0,0,0,44037,87646,229280,130729,96195,141652,7539,23787,414,2068,5466,3437,0
204341,2,1,2,31,-2,-2,-2,-2,-2,-2,8471,-1738,695,2185,-442,748,512,16882,19039,4387,7538,12199,0
233228,2,3,1,35,0,0,0,0,0,0,15653,20028,18969,27997,19004,33345,4641,17350,3053,2326,2924,7023,0
200183,2,2,1,41,2,-2,-2,-2,-2,-2,1719,2473,2158,-32,-46,-832,-705,213,172,-336,1331,107,1
233230,2,2,2,34,0,-2,-2,-2,-2,-2,9268,12234,16521,8163,-660,1247,2090,2395,-274,-423,124,66,0
284168,2,1,1,49,-1,-1,-1,-1,-1,-1,-1982,-1003,725,12437,1699,-85,694,2487,72449,2830,186,3960,0
49281,2,1,2,30,2,0,2,2,-1,0,4883,34503,542,-1892,227,-143,4506,1030,244,-542,1437,855,1
147845,1,3,0,38,-1,-1,-1,-1,-1,-1,2050,-1964,3172,-301,647,-293,-234,1967,1269,747,1661,2944,0
47623,1,2,1,48,0,0,0,0,0,0,39299,60250,60762,40965,64003,58353,2687,1671,1375,2770,1296,704,0
426344,1,2,1,36,0,0,0,0,0,0,182220,188185,245084,163131,155075,89900,6632,291,117894,5520,9435,3868,0
248216,1,2,2,35,0,0,0,0,0,0,161962,163622,52515,150302,104201,96574,10120,15704,3089,5219,5312,5272,0
54405,1,2,2,23,0,0,0,0,0,0,12908,22975,7340,10730,25119,34369,2172,4148,3825,5467,5456,37,0
397359,2,2,1,30,0,0,0,0,0,0,74336,125304,64780,133775,108469,85144,11066,5372,10378,3758,2642,127,0
86300,2,2,2,40,0,0,0,0,0,0,37813,128786,85750,80571,88417,29586,4396,1504,4098,1628,4013,810,0
13829,1,2,1,35,2,0,2,2,2,2,14556,11365,15358,16339,201,-424,2374,1501,277,-321,37,-355,0
81708,2,3,1,49,0,0,0,0,0,0,47579,50078,61122,44797,43207,43973,3244,3266,1250,1319,1548,-479,0
260411,1,2,0,43,0,0,0,0,0,0,120524,139858,68990,162564,82638,175060,9136,11998,3798,2704,5309,3276,0
91860,1,4,2,29,0,0,0,-2,-2,-2,72777,16349,11935,-276,-806,224,5450,2724,796,1936,186,992,0
78276,2,2,1,32,0,0,0,0,0,0,50851,52765,33366,27066,46469,52919,5097,1235,1146,2610,988,1336,1
74462,2,1,1,44,0,0,0,0,0,0,40807,41338,1022,-101,5481,3775,1335,2533,1192,-83,1320,-61,0
170694,2,1,1,34,0,0,0,0,0,0,115268,187431,79436,105619,167026,146907,4548,11883,3404,5207,5403,818,1
199647,1,6,1,56,1,2,2,0,3,0,14772,20689,7861,15037,22115,48486,-1317,2841,1161,2686,291,-562,0
428270,2,2,1,35,0,0,0,0,0,0,165519,332963,257020,226615,190185,448506,10477,7925,95779,1735,3575,4259,0
200045,1,1,1,27,1,0,0,0,0,0,60182,75022,83396,65087,24354,79403,3991,5539,978,5879,1444,1025,0
310891,1,2,2,42,-1,-1,-1,0,-1,-1,372,-889,534,35,-591,845,-194,-275,612,-118,-304,703,1
100248,2,2,2,23,0,0,0,0,0,0,35981,69217,56445,16069,34435,34968,5491,1477,445,1934,1010,1062,0
258127,1,1,2,31,-1,-1,-1,-1,-1,-1,583,-575,-1350,2172,1481,2689,-1008,966,24,384,245,1447,0
248701,2,5,1,30,-2,-2,-2,-2,-2,-2,11976,10939,1281,-767,-110,-367,1556,2074,-368,-804,193,-292,0
250994,2,1,1,28,1,-1,-1,-1,-1,-2,3820,682,-330,1028,92,-1183,-410,1720,-73,256,45,546,1
118325,2,2,2,25,0,0,0,0,0,0,9173,10420,49642,19474,14280,2631,1458,8805,321,-170,1893,594,1
231681,1,1,2,26,0,0,-2,0,-2,-2,74756,64418,34225,26407,21360,-513,495,1748,812,7308,-259,1728,0
154680,2,2,0,23,0,0,0,0,0,0,63290,69639,72722,38695,32741,92920,5805,2056,1169,2163,1055,2201,0
214741,2,3,1,33,2,2,-1,-1,-1,0,64846,64726,78207,106734,62418,8886,4,11594,7980,6956,3254,1830,1
304127,2,2,2,24,-2,-2,-2,-2,-2,-2,-1741,6424,957,915,42,1270,10,437,-118,4986,2050,1774,1
254322,1,2,1,33,-2,-2,-2,-2,-2,-2,980,469,-868,-977,-699,1969,652,759,-609,-592,183,142,1
435370,1,1,2,33,-2,-2,-2,-2,-2,-2,3502,4941,2439,150,-565,1397,4725,1795,-237,718,510,1764,0
181112,1,4,1,30,-2,-2,-2,-2,-2,-2,2655,-2903,1053,668,-2381,-776,3931,1078,-1426,-16,-227,169,1
25474,2,2,2,27,2,0,2,2,2,2,7588,59614,43153,39442,41937,16417,2717,4480,1248,2415,674,287,1
92352,2,2,1,39,2,2,2,0,2,0,22082,68482,59020,15483,33772,30148,2427,1412,658,2207,1046,1744,1
99831,2,2,1,28,2,-2,-1,-2,-2,-1,-701,-318,226,1790,246,12128,-256,880,-163,3251,1447,1980,1
493519,2,2,1,53,-2,-2,-2,-2,-2,-1,13546,10592,17249,10449,19100,20054,64616,24169,8230,42503,52985,16214,0
288859,1,5,2,22,0,0,0,0,0,-2,75728,15178,15684,10468,-3487,-1591,25,1315,-431,-32,-3,-376,0
327193,1,2,1,31,0,0,0,0,0,0,69510,63699,115577,127838,96231,104931,5524,8060,8074,5206,8443,1655,0
16137,2,2,1,30,0,0,0,0,0,2,16957,30413,24808,55693,50053,40216,3073,6931,6700,2195,2735,56,0
12396,1,2,2,49,2,0,0,0,2,2,24210,4450,45313,20555,13846,-340,2517,-17,933,291,64,-219,1
135708,2,2,1,35,-2,0,-2,-1,0,-2,20551,18359,16973,762,11178,17466,4705,1316,13571,14932,1983,28045,0
47181,1,1,1,23,0,0,0,2,0,2,50781,47503,53255,25467,-8475,-706,2850,2927,148,29,2212,-244,0
172537,2,2,2,22,1,-1,-1,-1,-2,-2,-2219,-93,71,294,-1184,981,-1028,312,-898,-404,344,17,0
135331,1,2,1,34,-2,2,2,0,-2,0,62375,4982,14942,18354,5399,39046,1742,2151,1781,3064,4425,8649,0
32827,1,5,1,33,0,0,0,0,0,0,53666,39496,52444,9380,1720,3084,2663,2079,711,-687,-147,20,0
151793,2,3,1,35,0,0,0,2,2,2,72800,161678,54446,80295,75527,77831,5287,2926,1871,2502,1737,669,0
32477,1,2,2,44,0,0,2,-2,-2,-2,10958,-1479,-1001,-2201,221,1800,1280,424,-846,-770,-99,-343,0
153777,1,2,2,34,1,-1,-1,-1,-1,-2,-270,11217,-165,6298,4701,6931,366,1515,338,8967,5243,380,0
226280,1,5,1,31,0,0,0,0,0,0,70852,167114,116928,100484,117999,86435,3614,2556,3599,116,4714,770,0
211317,2,3,1,51,-1,-1,-1,-1,-1,-1,940,606,731,284,1878,357,1449,1093,110,4932,2280,36094,0
234593,1,2,2,46,1,2,0,0,0,0,16009,41987,58183,4705,42512,69233,2745,5239,1623,2373,1322,4447,0
491308,2,2,1,44,-2,-2,-2,-2,-2,-2,1312,7771,2275,834,897,1515,8831,27175,391,4214,92453,105033,0
22675,2,1,2,27,2,2,2,0,-2,-2,-220,-347,1904,96,-420,846,467,906,-814,-400,199,241,1
137975,2,1,1,29,0,0,0,0,0,0,111621,70184,74125,41491,93012,50494,3825,2099,1324,2059,3555,77,0
19807,1,2,2,24,0,0,0,0,0,0,11564,24500,23005,10010,18110,15340,2280,1636,-136,-139,3272,-66,0
190389,1,2,2,29,0,0,0,0,0,0,10097,21340,23018,8195,-160,943,4897,1817,857,6263,3369,2164,0
169266,2,5,1,31,0,0,0,0,0,0,145415,183319,234358,96353,116760,112288,7455,4848,7397,4603,3726,1801,0
127806,2,2,1,62,0,0,0,0,0,0,64716,50762,51866,29411,63950,41387,6178,4640,2010,-85,6697,172,0
158790,2,1,1,24,1,0,2,-2,-2,-2,4430,11683,1434,-618,75,1951,2822,957,54,233,867,167,0
89214,2,2,2,29,0,0,0,0,0,0,46668,50492,48866,23480,35743,63785,3246,4417,310,2969,439,-49,1
120986,2,2,1,38,1,2,2,3,0,0,1811,11295,71090,14309,43482,50045,473,2445,1290,8896,1697,1928,0
140859,1,2,1,42,0,0,0,0,0,0,152028,73973,80830,69187,105271,107046,11126,5858,1194,3893,4487,1276,0
183196,2,2,1,33,0,0,0,0,0,0,174780,281613,190698,96572,146955,131978,14165,3170,2500,1992,4863,608,0
416381,1,2,0,44,-1,-1,0,-1,0,-1,248216,144446,84035,89685,87172,2126,6502,84999,9677,462,17814,14084,1
84865,2,1,1,50,0,0,-2,-2,-2,-2,13311,6671,2227,-698,-603,1263,1943,1018,-387,-60,262,932,1
96732,2,2,1,28,1,2,0,0,0,0,46078,59479,43943,31318,42281,72400,-550,2642,1574,3445,4226,621,0
183119,1,2,2,43,1,-1,-2,-2,-2,-2,1365,-679,2157,151,-792,-58,-291,930,490,-157,303,321,0
116874,2,3,0,37,-2,-2,-2,-2,-2,-2,62371,61807,80832,20356,21223,2555,3274,5059,1287,910,5419,4829,0
51887,2,2,1,57,0,0,0,0,0,0,18872,23845,24334,11806,7270,9467,2452,759,739,106,2686,6275,0
152975,2,2,1,40,0,0,0,0,0,0,46724,56118,55316,7555,36040,27087,6825,1625,4473,1873,832,358,0
207005,1,4,1,33,-2,-2,-2,-2,-2,-2,4056,46,1436,-476,-308,1501,1420,1630,-975,-443,153,-151,0
12366,1,0,1,50,0,0,0,2,2,2,7349,16808,16102,12371,28416,11418,15310,6129,7019,9149,4721,1539,0
428690,1,2,1,51,0,0,0,0,0,0,155783,235335,206588,224836,135259,192913,7560,12603,2411,3723,6593,8392,0
101295,1,1,1,47,0,0,0,0,0,0,35391,32734,39384,31074,41183,14041,1926,1377,7102,6839,2094,3808,0
408767,2,1,2,24,-1,0,-1,0,-1,-1,73537,15268,7360,8954,5786,10009,4428,1445,20175,4861,2707,5719,0
398616,1,2,2,29,1,-1,-1,-1,-1,-1,-1919,6485,2458,1143,12657,11701,-210,1780,11319,514,2069,1435,0
96940,2,2,1,36,0,0,0,2,2,2,34799,76047,54996,23048,46443,40786,6540,3695,2034,1500,1518,1215,1
27380,1,3,0,52,2,3,2,0,2,3,8386,2224,5592,13529,14639,52422,369,1770,498,71,2649,152,0
231267,2,2,1,40,0,0,-1,-1,-1,-1,16851,9031,20267,9844,21930,21218,7885,20523,22746,22046,4393,1659,0
160964,2,3,2,28,-1,-1,2,0,0,0,-96,-475,-1305,15031,-492,-557,-180,-146,1,750,17,231,1
42846,1,2,2,46,0,0,0,0,0,2,43021,11127,22311,7154,-1594,16994,2364,1641,932,502,963,-3,0
501762,1,1,1,31,0,0,0,-1,-1,-2,21225,17795,98077,12043,34886,40538,15445,639,1414,6331,16138,73589,0
86319,2,1,2,27,-1,-1,-1,-1,-1,-1,-408,1067,1601,-924,1098,1500,-190,2025,2173,2340,2675,294,0
52007,2,2,3,46,2,0,0,0,0,0,69891,33013,33340,31276,3366,21392,1227,3003,3173,571,5928,-413,0
86794,1,3,0,47,0,0,0,0,0,-2,58144,50649,75779,1683,1505,3663,3468,415,1032,1320,-70,-99,0
