age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,__target__
21,Private,131002,5th-6th,4,Separated,Other-service,Unmarried,Other,Female,31,0,40,Japan,0
21,Private,232032,HS-grad,11,Never-married,Tech-support,Own-child,White,Male,13,0,31,United-States,0
49,Private,249963,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,-8,0,30,United-States,0
33,Private,204300,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3069,0,60,United-States,1
36,Private,274136,Some-college,10,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,16,1,49,United-States,0
62,?,268953,Some-college,10,Married-spouse-absent,?,Other-relative,White,Male,34,0,17,United-States,0
55,Without-pay,304941,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,30,1,59,United-States,0
53,Private,223257,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,-1,40,United-States,1
42,Private,377335,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,22,0,49,United-States,0
35,Private,108981,10th,5,Married-spouse-absent,Craft-repair,Husband,White,Male,5,0,50,El-Salvador,0
57,Private,113507,9th,4,Widowed,Priv-house-serv,Unmarried,White,Male,29,0,40,Puerto-Rico,0
34,Private,234782,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,40,United-States,0
41,Private,106292,Some-college,10,Divorced,Sales,Not-in-family,White,Male,-5,1,30,United-States,0
28,Private,209035,HS-grad,9,Married-spouse-absent,Sales,Unmarried,Black,Female,26,0,25,United-States,0
34,Private,216760,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,14695,0,49,United-States,1
23,Private,346324,Some-college,10,Never-married,Sales,Other-relative,White,Female,18,1,31,United-States,0
43,Private,251314,10th,9,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,-1,0,40,Trinadad&Tobago,0
59,Private,207001,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,26,0,40,Mexico,1
39,Private,247040,1st-4th,3,Never-married,Tech-support,Not-in-family,White,Female,13,0,40,United-States,0
47,Private,256975,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4,0,40,United-States,0
19,?,111333,Some-college,10,Never-married,?,Not-in-family,White,Male,48,0,30,United-States,0
36,Private,199430,7th-8th,10,Never-married,Farming-fishing,Not-in-family,White,Male,8,1,40,United-States,0
28,Private,146158,Assoc-acdm,7,Married-civ-spouse,Protective-serv,Husband,Black,Male,15,1804,40,United-States,1
50,Private,93027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6,0,50,United-States,0
23,Private,256982,7th-8th,12,Married-civ-spouse,Other-service,Husband,White,Female,35,0,40,Yugoslavia,0
29,Private,281341,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Female,-7,1904,40,Taiwan,0
35,Private,116613,Some-college,10,Divorced,Sales,Not-in-family,White,Male,1,2128,68,United-States,0
16,Private,252075,11th,7,Never-married,?,Own-child,White,Female,18,0,6,United-States,0
43,Self-emp-not-inc,163696,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,44,0,50,Jamaica,1
56,Private,114684,1st-4th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,14,0,70,Iran,0
44,Self-emp-inc,242161,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7760,1835,40,United-States,1
41,Private,372646,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,17,0,56,United-States,0
39,Local-gov,208766,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,22,0,58,United-States,1
31,Local-gov,278120,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,0,40,?,0
35,Private,399326,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,14,-1,40,United-States,0
46,Private,165257,10th,13,Married-civ-spouse,Sales,Husband,White,Male,3,1,40,Taiwan,0
35,Private,311450,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,13,-1,50,United-States,0
59,Private,165448,5th-6th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,11,1,40,?,0
29,?,297690,Some-college,10,Married-civ-spouse,?,Husband,Amer-Indian-Eskimo,Male,12,0,40,Nicaragua,0
61,Private,179994,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Male,16,0,64,United-States,1
27,Private,100247,9th,6,Never-married,Tech-support,Not-in-family,White,Male,11,0,40,United-States,0
40,State-gov,189247,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4,1,40,Greece,0
19,Private,349621,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,26,0,22,United-States,0
45,Private,237898,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,0,30,United-States,1
51,Private,183214,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,17,0,40,United-States,0
17,Private,240603,HS-grad,9,Never-married,Sales,Own-child,White,Male,12,-1,9,United-States,0
58,Private,159100,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-1,0,62,United-States,0
54,Self-emp-inc,213857,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,31,0,40,United-States,1
34,Private,209088,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,-25,-1,40,United-States,0
36,Private,666442,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,14,-1,73,United-States,1
50,Private,153883,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,-13,0,40,United-States,0
26,?,125175,Some-college,10,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,-3,0,9,Dominican-Republic,0
33,Self-emp-not-inc,231626,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,44,1,40,United-States,0
58,Private,105614,Some-college,10,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Female,4835,1,40,United-States,0
36,Private,205818,1st-4th,6,Married-spouse-absent,Machine-op-inspct,Other-relative,Black,Male,22,0,40,Trinadad&Tobago,0
61,Self-emp-inc,129949,Masters,5,Widowed,Prof-specialty,Not-in-family,Black,Female,38,1896,40,United-States,0
52,Private,307713,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,-7,0,50,United-States,1
34,Private,198378,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,11,0,40,United-States,1
21,State-gov,162836,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,37,0,72,United-States,0
23,Local-gov,232284,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,25,0,40,United-States,0
28,Private,225548,Some-college,10,Married-spouse-absent,Craft-repair,Husband,Asian-Pac-Islander,Male,2,0,40,China,0
26,Private,104578,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,6,1,40,South,0
21,Private,211126,11th,7,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,21,1,36,Japan,0
32,Self-emp-not-inc,335658,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-4,0,59,United-States,0
24,Private,180429,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,10,0,50,Philippines,1
44,Private,217984,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,20,0,50,Cuba,1
29,Private,243565,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,5,0,40,United-States,0
45,Private,66489,9th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,49,United-States,1
50,Self-emp-not-inc,87933,Bachelors,13,Divorced,Sales,Unmarried,White,Female,21,0,67,United-States,0
49,Private,197855,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,Black,Female,23,0,40,El-Salvador,0
19,Private,296827,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,23,0,40,United-States,0
33,Private,88214,Assoc-voc,9,Divorced,Exec-managerial,Unmarried,White,Female,38,0,40,United-States,0
34,Private,384958,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4,0,60,Italy,0
52,?,189162,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,-3,0,30,United-States,0
52,Private,199129,HS-grad,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,9,-1,40,Scotland,0
79,?,115675,Some-college,10,Widowed,?,Not-in-family,White,Female,24,-1,40,United-States,0
24,Private,186575,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,-14,-1,56,United-States,0
19,Private,93324,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,19,0,10,United-States,0
43,Private,151469,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,8047,0,59,India,1
33,Self-emp-not-inc,412449,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,3,1871,50,United-States,0
59,Private,253638,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,16,0,40,United-States,0
37,Private,220502,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,37,0,40,United-States,0
28,Private,227225,Bachelors,9,Married-civ-spouse,Transport-moving,Husband,White,Male,36,0,71,United-States,1
22,Private,212273,Some-college,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,14,1,40,United-States,0
31,Private,304349,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,50,United-States,0
47,Federal-gov,134645,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,1810,40,United-States,1
35,Private,283094,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,8,1,49,United-States,0
28,?,291928,10th,4,Never-married,?,Not-in-family,Black,Male,8,0,37,?,0
44,Private,148529,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Other,Female,-14,-1,40,United-States,0
41,Self-emp-not-inc,209220,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,19,0,58,?,0
31,State-gov,147238,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,26,1,50,Canada,1
59,Self-emp-not-inc,162583,7th-8th,5,Married-civ-spouse,Farming-fishing,Husband,Black,Male,-3,0,63,United-States,0
38,Private,258424,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,27,-1,40,United-States,0
49,Private,225366,HS-grad,9,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,-13,0,36,India,0
42,Private,102692,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,22,1,40,United-States,0
32,Private,183858,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-2,0,57,United-States,0
37,Private,265445,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,16,0,50,United-States,0
44,Private,205398,7th-8th,3,Never-married,Transport-moving,Not-in-family,White,Female,8,0,40,United-States,0
29,Private,128635,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,25,0,40,United-States,0
34,Federal-gov,376556,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,23,0,36,United-States,0
38,State-gov,46997,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,1,0,21,United-States,0
35,Private,178264,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,17,-1,40,Guatemala,0
29,Private,265951,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,7,0,50,United-States,0
34,Private,203349,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,Female,30,0,40,United-States,0
35,State-gov,43309,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,28,0,40,United-States,0
24,Private,170462,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Male,12,0,40,United-States,0
54,Private,259466,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,22,1,50,Italy,0
66,Self-emp-not-inc,206244,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Female,-10,0,40,United-States,0
37,Private,356606,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,1,40,Hong,0
38,Self-emp-not-inc,212035,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,-1,50,United-States,1
31,Private,290791,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Female,25,0,40,United-States,0
47,Local-gov,222604,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,23,0,40,United-States,0
30,Private,151383,Bachelors,13,Never-married,Sales,Own-child,White,Male,22,-1,50,Haiti,0
41,Federal-gov,283274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,27,-1,40,United-States,1
52,Private,193686,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,15,-1,40,United-States,0
52,Private,209140,1st-4th,2,Divorced,Machine-op-inspct,Not-in-family,White,Male,19,0,40,Guatemala,0
43,Self-emp-not-inc,54109,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,6,0,57,United-States,0
44,Private,196412,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,4,2078,50,United-States,0
40,Private,236314,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,-1,1753,40,United-States,0
35,Private,284772,Assoc-acdm,5,Separated,Other-service,Not-in-family,White,Female,24,0,16,United-States,0
23,Private,225210,11th,7,Never-married,Exec-managerial,Unmarried,Black,Female,33,0,40,United-States,0
25,Private,192343,7th-8th,3,Never-married,Other-service,Not-in-family,Black,Female,15,0,40,El-Salvador,0
39,Private,39242,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,27,1859,30,United-States,0
41,Private,85124,1st-4th,4,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,32,0,30,United-States,0
55,Private,349569,Some-college,10,Divorced,Exec-managerial,Unmarried,Other,Female,14,0,40,Dominican-Republic,0
37,Private,215632,HS-grad,9,Widowed,Sales,Not-in-family,Asian-Pac-Islander,Female,-3,0,30,Cuba,0
36,Private,285398,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7,-1,40,United-States,0
39,Private,234204,HS-grad,9,Married-civ-spouse,Other-service,Wife,Other,Female,5,-1,40,Mexico,0
68,?,274503,Some-college,10,Married-civ-spouse,?,Husband,White,Male,7,1,40,United-States,1
33,Private,229861,HS-grad,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,17,0,49,United-States,1
47,Private,313908,Some-college,10,Widowed,Priv-house-serv,Husband,White,Female,11,0,40,United-States,0
38,Private,181097,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,-2,0,40,United-States,0
48,Private,150800,7th-8th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,21,1,40,United-States,0
33,Private,59041,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,44,1,40,United-States,0
50,Private,237776,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,22,0,40,United-States,0
34,Self-emp-not-inc,246459,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,63,United-States,1
51,Self-emp-not-inc,144301,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Female,5,0,71,India,1
23,Private,152042,Some-college,10,Never-married,Sales,Unmarried,White,Female,9,1,50,United-States,0
35,Private,220792,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,-21,-1,40,United-States,0
25,Private,242867,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Female,30,0,40,United-States,1
24,Private,312747,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,5,1,40,Mexico,0
55,Private,129951,Some-college,10,Married-civ-spouse,Handlers-cleaners,Unmarried,Black,Male,2,1,40,El-Salvador,0
30,Private,184562,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,3,0,40,?,0
70,Self-emp-not-inc,225985,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,12,1,50,United-States,0
53,Private,213739,10th,3,Widowed,Other-service,Unmarried,White,Female,40,0,40,United-States,0
30,Private,286624,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,27,0,58,United-States,0
59,Private,126675,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-8,0,58,United-States,0
19,Private,301690,11th,7,Never-married,Sales,Own-child,White,Female,23,0,12,United-States,0
33,?,257281,Bachelors,13,Never-married,?,Own-child,White,Female,11,1,30,United-States,0
23,Private,214595,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Female,4,0,50,United-States,1
28,Private,328509,5th-6th,4,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,-16,0,40,India,0
30,?,213616,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,23,0,9,Ecuador,0
61,Private,184185,HS-grad,9,Divorced,Prof-specialty,Not-in-family,Black,Female,23,0,40,Germany,0
37,Private,182493,Some-college,10,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,23,0,61,United-States,0
28,?,152773,11th,7,Never-married,?,Own-child,White,Female,31,0,40,United-States,0
22,Private,371368,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,9,0,71,United-States,0
53,Private,374461,HS-grad,9,Married-spouse-absent,Transport-moving,Unmarried,White,Female,15,0,40,United-States,0
34,Self-emp-not-inc,572866,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,3648,0,40,United-States,0
42,Private,220022,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,-10,0,44,United-States,0
32,Self-emp-not-inc,54044,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,7,1909,45,United-States,0
23,Private,162033,Some-college,10,Separated,Tech-support,Unmarried,White,Female,16,0,40,United-States,0
42,Private,328308,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,32,0,40,Cuba,0
33,Private,239927,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-11,0,49,United-States,0
35,Private,160432,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,26,-1,60,United-States,1
43,Federal-gov,211250,9th,3,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,4441,-1,40,United-States,0
57,Federal-gov,212985,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,1,40,England,0
22,Private,95571,Some-college,10,Never-married,Tech-support,Own-child,Amer-Indian-Eskimo,Male,11,1,40,United-States,0
51,Private,175808,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5,0,40,United-States,1
29,Private,482368,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,2,0,35,United-States,0
34,Local-gov,186808,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,13,0,40,United-States,0
19,Private,174899,7th-8th,4,Never-married,Other-service,Own-child,Black,Male,20,-1,40,Guatemala,0
44,Federal-gov,204015,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,8,0,40,Columbia,0
37,Private,258125,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,15,0,40,United-States,0
32,Private,283239,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,26,1,40,United-States,0
39,Self-emp-inc,225873,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,-1,70,United-States,0
51,Private,34222,10th,5,Married-spouse-absent,Other-service,Other-relative,Asian-Pac-Islander,Female,13,1801,40,Laos,0
39,Local-gov,182222,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,-10,0,40,United-States,0
34,Private,228974,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,22,0,51,United-States,1
31,Private,128720,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,15,0,58,Vietnam,0
32,Self-emp-inc,194312,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,25,1,45,United-States,0
54,?,238363,Assoc-acdm,13,Married-civ-spouse,?,Wife,White,Female,8051,0,40,United-States,1
43,Private,221328,Prof-school,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,29,0,49,United-States,1
52,Self-emp-not-inc,238269,Some-college,10,Divorced,Protective-serv,Not-in-family,White,Male,-7,0,66,United-States,0
49,Private,204608,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,15,-1,40,Puerto-Rico,0
51,Private,104997,HS-grad,9,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Female,13,0,30,United-States,0
43,Self-emp-inc,171896,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,0,59,United-States,1
57,Private,171371,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-10,0,35,Mexico,0
18,Self-emp-not-inc,199686,HS-grad,9,Never-married,Sales,Own-child,White,Male,-12,1,24,?,0
55,Private,200236,10th,3,Separated,Other-service,Not-in-family,White,Male,20,0,40,United-States,0
70,Private,245043,5th-6th,4,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,-8,0,36,Ireland,0
38,Private,500033,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,27,0,68,United-States,0
24,Private,307506,Masters,7,Never-married,Sales,Own-child,Black,Female,0,0,22,United-States,0
19,Private,178806,11th,15,Never-married,Other-service,Own-child,White,Male,28,1,31,United-States,0
20,?,303411,HS-grad,9,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,-2,0,40,United-States,0
47,Private,169412,1st-4th,2,Divorced,Craft-repair,Not-in-family,White,Male,-9,0,40,Italy,0
30,Private,277491,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,32,0,40,United-States,0
59,Private,229818,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,20,1,40,El-Salvador,0
42,Private,186277,Some-college,13,Separated,Sales,Other-relative,White,Female,22,1,40,United-States,0
38,Private,252328,HS-grad,9,Separated,Priv-house-serv,Unmarried,Black,Female,2,-1,40,Thailand,0
40,Private,222296,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Black,Female,19,0,40,United-States,0
40,Private,250514,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,12,1,40,China,0
39,Private,358155,Bachelors,10,Divorced,Prof-specialty,Not-in-family,White,Male,3310,1,69,United-States,0
16,?,264784,11th,7,Never-married,?,Own-child,White,Male,40,0,20,United-States,0
41,State-gov,499224,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,20,-1,50,United-States,0
47,Private,356040,Bachelors,13,Divorced,Other-service,Unmarried,White,Female,-5,-1,57,United-States,0
51,?,234433,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,7,United-States,0
20,?,208253,Prof-school,6,Married-civ-spouse,?,Husband,White,Male,11,0,40,United-States,0
32,Private,155827,9th,4,Married-civ-spouse,Other-service,Husband,Black,Male,17,1,40,United-States,0
17,?,193777,11th,7,Never-married,?,Own-child,White,Male,21,0,19,United-States,0
47,Self-emp-not-inc,293816,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,9,0,62,United-States,1
27,Private,172915,7th-8th,3,Never-married,Farming-fishing,Not-in-family,Black,Male,19,0,12,United-States,0
32,Private,235781,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,6,0,40,Ecuador,0
21,Private,166857,HS-grad,9,Widowed,Prof-specialty,Unmarried,White,Female,13,0,19,United-States,0
28,Private,178479,9th,3,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,20,0,50,Japan,0
36,Private,204518,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,13,0,60,United-States,0
30,Self-emp-not-inc,164938,HS-grad,12,Never-married,Farming-fishing,Not-in-family,White,Female,26,0,67,United-States,0
39,Private,258972,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,23,-1,40,United-States,0
58,Local-gov,484740,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,28,0,40,United-States,0
57,Local-gov,228589,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,-11,-1,49,United-States,0
51,Self-emp-not-inc,229600,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,4410,2092,50,United-States,1
43,Private,188393,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male,8,0,59,United-States,0
52,Private,117039,5th-6th,3,Separated,Machine-op-inspct,Not-in-family,White,Female,35,1,40,Mexico,0
53,Private,251164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,58,United-States,0
56,Federal-gov,134913,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,9,1,49,Hong,0
55,Private,113117,5th-6th,10,Divorced,Other-service,Other-relative,Other,Male,26,0,40,United-States,0
36,Private,84001,HS-grad,9,Never-married,Prof-specialty,Unmarried,White,Female,22,0,45,United-States,0
42,Private,500701,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,-6,0,40,United-States,0
34,Private,228291,7th-8th,3,Divorced,Other-service,Not-in-family,White,Female,-1,-2,40,Germany,0
56,Private,87422,7th-8th,3,Divorced,Other-service,Husband,White,Male,4451,-1,40,United-States,0
54,Self-emp-not-inc,145093,Assoc-acdm,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,23,0,44,United-States,0
44,Local-gov,81482,10th,6,Married-civ-spouse,Sales,Own-child,Black,Male,27,0,40,United-States,0
23,Private,150138,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,18,0,40,United-States,0
20,Private,116134,11th,7,Married-spouse-absent,?,Not-in-family,Asian-Pac-Islander,Male,3397,-1,40,Germany,0
33,Private,251886,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,20,0,40,United-States,0
18,Private,223497,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,20,1,40,United-States,0
59,Private,191132,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,6,-1,40,United-States,0
48,Private,285192,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,10,-1,36,Nicaragua,0
57,Self-emp-not-inc,250405,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-1,0,50,Canada,1
34,Private,165966,11th,7,Never-married,Other-service,Not-in-family,White,Female,20,0,40,United-States,0
39,Private,192315,HS-grad,9,Widowed,Transport-moving,Unmarried,Black,Female,30,0,38,Jamaica,0
69,Self-emp-not-inc,214137,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,9,0,57,United-States,0
46,Private,193170,Some-college,10,Divorced,Other-service,Unmarried,White,Male,27,0,31,?,0
27,Private,399956,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,-22,0,40,Puerto-Rico,0
37,Private,339416,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,0,37,United-States,1
38,Private,137973,Some-college,10,Never-married,Other-service,Other-relative,White,Female,41,0,40,United-States,0
54,Private,255467,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,32,1891,58,Cuba,0
77,Local-gov,111006,Assoc-acdm,5,Divorced,Machine-op-inspct,Unmarried,White,Female,28,1,40,United-States,0
29,Self-emp-not-inc,100916,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,28,-1,30,United-States,0
40,Private,252950,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,3,2052,40,United-States,0
46,Private,215565,9th,4,Divorced,Other-service,Not-in-family,White,Male,3,-1,40,United-States,0
44,Private,255672,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,3,0,29,?,0
33,Private,61555,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,-1,1891,40,United-States,0
40,Local-gov,205008,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15643,1,51,England,1
